code;combe;quad;placette;n.placette;date;proxi;year;Agrostis rupestris;Alchemilla flabellata;Anthyllis vulneraria;Armeria alpina (var. occasiana);Armeria muelleri;Avenula versicolor;Bartsia alpina;Campanula scheuchzeri subsp. lanceolata;Cardamine alpina;Cardamine resedifolia;Cardamine sp.;Carex curvula subsp. curvula;Carex parviflora;Carex pyrenaica;Epikeros pyrenaeus;Euphrasia minima;Festuca glacialis;Festuca paniculata subsp. paniculata;Festuca rubra subsp. commutata;Gentiana alpina;Gentiana nivalis;Gentiana schleicheri;Geum montanum;Gnaphalium supinum;Helictotrichon sedenense;Homogyne alpina;Jasione crispa;Juncus trifidus;Leucanthemopsis alpina subsp. alpina;Linaria alpina;Lotus alpinus;Luzula alpinopilosa subsp. candollei;Luzula lutea;Luzula nutans;Luzula spicata (subsp. mutabilis);Meum athamanticum;Mucizonia sedoides;Murbeckiella pinnatifida;Nardus stricta;Oreochloa elegans;Pedicularis pyrenaica;Persicaria vivipara;Phleum alpinum s. s. (à arrête non ciliée);Phyteuma hemisphaericum;Poa alpina;Poa cenisia;Polytrichum sp.;Primula integrifolia;Rhododendron ferrugineum;Sagina saginoides;Salix herbacea;Salix retusa;Saxifraga geranioides;Saxifraga moschata;Scorzoneroides pyrenaica;Sedum alpestre;Sempervivum montanum;Sibbaldia procumbens;Silene acaulis subsp. acaulis;Silene rupestris;Soldanella alpina;Taraxacum pyrenaicum;Trifolium alpinum;Trifolium thalii;Vaccinium myrtillus;Veronica alpina
PdlC-D5-20180723;PdlC;D5;3;3;20180723;pheno;2018;;;;;;;fe;;fl;;;;;fe;;;;;fe;fe;;;fl;fe;;;;;;;;;;;;;;;;fl;;;fe;fe;bt;;;fe;;;fl f;;;;fe;;;fe;;;;;;;;fe
PdlC-D5-20180815;PdlC;D5;3;3;20180815;pheno;2018;;;;;;;fe;;fe;;;;;fe;;;;;fe;fe;;;fr;fe;;;;;;;;;;;;;;;;fr;;;fr;fe;fl;;;;;;fr;;;;fe;;;fe;;;;;;;;fe
PdlC-D5-20180905;PdlC;D5;3;3;20180905;pheno;2018;;;;;;fe;fe;;fe;;;;;fe;;;;;fe;fe;;;di;fe;;;;;;;;;;;;;;;;se;;;fr;fe;di;;;;;;se;;;;fe;;;fe;;;;;;;;fe
PdlC-D5-20190701;PdlC;D5;3;3;20190701;pheno;2019;;;;;;;;;fe;;;;;fe;;;;;;fe;;;fe;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;;;br;;;;;;;fe;;;;;;;;fe
PdlC-D5-20190722;PdlC;D5;3;3;20190722;pheno;2019;;;;;;bt;fe;;fr;;;;;fe;;;;;fe;fl;;;fe;;;;;;;;;;;;;;;;;;;;bt;fe;bt;;;;;;fr;;;;bt;;;fl;;;;;;;;bt
PdlC-D5-20190812;PdlC;D5;3;3;20190812;pheno;2019;;;;;;fr;fe;;fr;;;;;fe;;;;;bt;fe;;;fe;;;;;;;;;;;;;;;;;;;;fl;fe;fr;;;;;;fr;;;;fe;;;fe;;;;;;;;fr
PdlC-D5-20190909;PdlC;D5;3;3;20190909;pheno;2019;;;;;;fr;fe;;;;;;;fe;;fr;;;fl;fe;;;se;;;fe;;;;;;;;;;;;;;;;;fr;fe;di;;;;;;di;;;;fe;;;fe;;;;;;;;di
Coeff-PdlC-D5-2013;PdlC;D5;3;3;2013;Coeff;2013;;;;;;;+;;;;;;;1;;;;;1;1;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;+
Coeff-PdlC-D5-20180815;PdlC;D5;3;3;20180815;Coeff;2018;;;;;;;1;;1;;;;;1;;;;;3;1;;;2;+;;;;;;;;;;;;;;;;+;;;1;1;1;;;;;;3;;;;+;;;1;;;;;;;;1
PdlC-D6-20130807;PdlC;D6;3;3;20130807;pheno;2013;;;;;;fe;;;fl;;;;;fe;;;;;;;;;;fe;;;;;;;;;;;;;;;;fl;;;;;fe;;;;;;fl f;;;;;;;fe;;;;;;;;fe
PdlC-D6-20130903;PdlC;D6;3;3;20130903;pheno;2013;;;;;;fe;;;fr;;;;;fr;;;;;;;;;;fe;;;;;;;;;;;;;;;;fl;;;;;fl;;;;;;fr;;;;;;;fe;;;;;;;;fl
PdlC-D6-20140721;PdlC;D6;3;3;20140721;pheno;2014;;;;;;fe;;;bt;;;;;fr;;;;;;;;;;fe;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;br;;;;;;;fe;;;;;;;;fe
PdlC-D6-20140811;PdlC;D6;3;3;20140811;pheno;2014;;;;;;fl;fe;;fr;;;;;fr;;;;;;;;;;bt;;;;;fe;;;fe;;;;;;;;fl;;;;;fe;;;;;;fr;;;;bt;;;fr;;;;;;;;bt
PdlC-D6-20140901;PdlC;D6;3;3;20140901;pheno;2014;;;;;;fl;;;fr;;;;;fr;;;;;;;;;;fe;;;;;fe;;;fr;;;;;;;;fr;;;fl;;fr;;;;;;fr;;;;fe;;;fe;;;;;;;;fr
PdlC-D6-20150701;PdlC;D6;3;3;20150701;pheno;2015;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;fe;;;;;;;;;;;fe;;fe;;;;;;fe;;;;fe;;;fe;;;;;;;;fe
PdlC-D6-20150720;PdlC;D6;3;3;20150720;pheno;2015;;;;;;fl;;;;;;;;fr;;;;;;;;;;fe;;;;;;;;fl;;;;;;;;fl;;;fe;;fl;;;;;;fr;;;;fe;;;fe;;;;;;;;fe
PdlC-D6-20150810;PdlC;D6;3;3;20150810;pheno;2015;;;;;;fr;;;fe;;;;;di;;;;;;;;;;fe;;;;;;;;fr;;;;;;;fr;fr;;;fe;;fr;;;;;;fr;;;;fr;;;fr;;;;;;;;fr
PdlC-D6-20150831;PdlC;D6;3;3;20150831;pheno;2015;;;;;;fr;;;;;;;;di;;;;;;;;;;di;;;;;fe;;;di;;;;;;;;se;;;fe;;;;;;;;di;;;;di;;;fe;;;;;;;;fe
PdlC-D6-20160705;PdlC;D6;3;3;20160705;pheno;2016;;;;;;;;;fe;;;;;;;;;;;;;;;fe;;;;;;;;bt;;;;;;;fe;bt;;;fe;;;;;;;;fe;;;;fe;fe;;fe;;;;;;;;
PdlC-D6-20160726;PdlC;D6;3;3;20160726;pheno;2016;;;;;;fl;;;fr;;;;;fl;;fe;;;;;;;;bt;;;;;fe;;;fl;;;;;;;fl;fl;;;fl;;fl;;;;;;fr;;;;bt;;;fr;;;;;;;;fl
PdlC-D6-20160816;PdlC;D6;3;3;20160816;pheno;2016;;;;;;fr;;;fr;;;;;fr;;fe;;;;;;;;fr;;;;;fe;;;fr;;;;;;;fl;fr;;;fl;;fr;;;;;;fe;;;;fe;;;fe;;;;;;;;fr
PdlC-D6-20160907;PdlC;D6;3;3;20160907;pheno;2016;;;;;;fr;fe;;fe;;;;;di;;fl;;;;;;;;di;;;;;fe;;;di;;;;;;;fr;di;;;fe;;di;;;;;;se;;;;fe;;;fe;;;;;;;;di
PdlC-D6-20170705;PdlC;D6;3;3;20170705;pheno;2017;;;;;;;;;fe;;;;;fe;;;;;;;;;;fe;;;;;fe;;;fe;;;;;;;;;;;fe;;fe;;;;;;fe;;;;fe;;;fe;;;;;;;;fe
PdlC-D6-20170726;PdlC;D6;3;3;20170726;pheno;2017;;;;;;fe;fe;;fr;;;;;fl;;;;;;;;;;fe;;;;;;;;fl;;;;;;;fe;;;;fl;;fl;;;;;;fl f;;;;bt;;;bt;;;;;;;;fl
PdlC-D6-20170816;PdlC;D6;3;3;20170816;pheno;2017;;;;;;fr;fe;;fe;;;;;di;;;;;;;;;;fr;;;;;fe;;;fr;;;;;;;;;;;di;;di;;;;;;di;;;;fe;;;di;;;;;;;;di
PdlC-D6-20170906;PdlC;D6;3;3;20170906;pheno;2017;;;;;;fr;fe;;fe;;;;;fe;;;;;;;;;;fr;;;;;fe;;;se;;;;;;;fr;;;;fe;;fe;;;;;;se;;;;fe;;;fe;;;;;;;;fe
PdlC-D6-20180702;PdlC;D6;3;3;20180702;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PdlC-D6-20180723;PdlC;D6;3;3;20180723;pheno;2018;;;;;;;fe;;fl;;;;;fe;;;;;;;;;;fe;;;;;fe;;;bt;;;;;;;;fl;;;fe;fe;fe;;;;;;fl f;;;;bt;;;bt;;;;;;;;fe
PdlC-D6-20180815;PdlC;D6;3;3;20180815;pheno;2018;;;;;;fe;fe;;fr;;;;;di;;;;;;;;;;fe;;;;;fe;;;fr;;;;;;;fl;;;;fr;;fr;;;;;;fr;;;;fe;;;fr;;;;;;;;bt
PdlC-D6-20180905;PdlC;D6;3;3;20180905;pheno;2018;;;;;;fe;fe;;fe;;;;;fe;;;;;;;;;;fe;;fe;;;fe;;;fr;;;;;;;fr;;;;fr;;di;;;;;;se;;;;fe;;;fr;;;;;;;;fr
PdlC-D6-20190701;PdlC;D6;3;3;20190701;pheno;2019;;;;;;;;;fe;;;;;fe;;;;;;;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;;;;;;;;;;;;fe;;;;;;;;fe
PdlC-D6-20190722;PdlC;D6;3;3;20190722;pheno;2019;;;;;;;fe;;fe;;;;;fe;;;;;;;;;;fe;;;;;fe;;;fl;;;;;;;fe;fl;;;fe;;bt;;;;;;;;;;bt;;;fl;;;;;;;;fl
PdlC-D6-20190812;PdlC;D6;3;3;20190812;pheno;2019;;;;;;fe;fe;;fe;;;;;di;;fl;;;bt;;;;;fr;;;;;fe;;;fr;;;;;;;fl;fl;;;fe;;fr;;;;;;;;;;fe;;;fr;;;;;;;;fr
PdlC-D6-20190909;PdlC;D6;3;3;20190909;pheno;2019;;;;;;;;;fe;;;;;fe;;;;;fl;;;;;fe;;;;;fe;;;fr;;;;;;;fr;di;;;fe;;di;;;;;;;;;;fe;;;fe;;;;;;;;fe
Coeff-PdlC-D6-2013;PdlC;D6;3;3;2013;Coeff;2013;;;;;;1;;;+;;;;;+;;;;;;;;;;+;;;;;;;;;;;;;;;;1;;;;;2;;;;;;3;;;;;;;1;;;;;;;;1
Coeff-PdlC-D6-20180815;PdlC;D6;3;3;20180815;Coeff;2018;;;;;;+;+;;1;;;;;1;;;;;;;;;;+;;;;;+;;;1;;;;;;;1;;;;1;;1;;;;;;3;;;;1;;;1;;;;;;;;1
PdlC-E1-20130723;PdlC;E1;1;3;20130723;pheno;2013;;;;;;;;;;fe;;fe;;fl;;;;;fe;fe;;;fe;fe;;;;;;fe;;;;;;;;fe;;;;;;;;;;;;;fe;;;;fe;fe;;fe;;;;;;;;
PdlC-E1-20130807;PdlC;E1;1;3;20130807;pheno;2013;;;;;;;;;;fr;;fl;;fl;;;;;fe;fe;;;fe;fe;;;;;;fe;;;;;;;;fl;;;;;;;;;;;;;fl f;;;;fe;fe;;fl;;;;;;;;
PdlC-E1-20130903;PdlC;E1;1;3;20130903;pheno;2013;;;;;;;;;;fr;;fe;;fe;;fl;;;fe;fe;;;fe;fe;;;;;;fe;;;;;;;;fr;;;;;;;;;;;;;fe;;;;fe;fe;;fr;;;;;;;;
PdlC-E1-20140630;PdlC;E1;1;3;20140630;pheno;2014;;;;;;;;;;fe;;;;;;;;;fe;fe;;;fe;fe;;;;;;fe;;;;;;;;bt;;;;;;;fe;;fe;;;;br;;;;;fe;;fe;;;;;;;;
PdlC-E1-20140721;PdlC;E1;1;3;20140721;pheno;2014;;;;;;;;;fl;;;;;;;;;;fe;bt;;;fe;fe;;;;;fe;bt;;;;;;;;fl;;;;;;;fl;;fe;;;;fl f;;;;;fe;;fl;;;;;;;;
PdlC-E1-20140811;PdlC;E1;1;3;20140811;pheno;2014;;;;;;;;;fr;;;;;fe;;fl;;;fe;fl;;;fr;fr;;;;;fe;fe;;;;;;;;fr;;;;;;;fl;;fe;;;;fr;;;;;fr;;fr;;;;;;;;
PdlC-E1-20140901;PdlC;E1;1;3;20140901;pheno;2014;;;;;;;;;di;fr;;fe;;fr;;fr;;;fl;di;;;fe;fr;;;;;fe;fe;;;;;;;;fr;;;;;;fe;fr;;;;;;fr;;;;;fr;;fe;;;;;;;;
PdlC-E1-20150701;PdlC;E1;1;3;20150701;pheno;2015;;;;;;;;;fr;fl;;fl;;;;;;;;fe;;;bt;fe;;;;;;bt;;;;;;;;;;;;;;;bt;;;;;;fl m;;;;;fe;;fl;;;;;;;;
PdlC-E1-20150720;PdlC;E1;1;3;20150720;pheno;2015;;;;;;;;;fr;fr;;fr;;;;fl;;;fl;fr;;;fr;fr;;;;;fe;fr;;;;;;;;;;;;;;;fr;;se;;;;fr;;;;fe;fe;;fr;;;;;;;;
PdlC-E1-20150810;PdlC;E1;1;3;20150810;pheno;2015;fr;;;;;;;;fr;fr;;fe;;;;fl;;;fr;fe;;;di;fe;;;;;fe;fe;;;;;;;;;;;;;;fe;fr;;fe;;;;di;;;;fe;fe;;fe;;;;;;;;
PdlC-E1-20150831;PdlC;E1;1;3;20150831;pheno;2015;di;;;;;;;;;se;;fe;;;;fr;;;di;fe;;;di;fe;;;;;fe;fe;;;;;;;;fe;;;;;;fe;se;;se;;;;di;;;;di;fe;;di;;;;;;;;
PdlC-E1-20160705;PdlC;E1;1;3;20160705;pheno;2016;;;;;;;;;fl;fl;;;;fl;;;;;;bt;;;fl;;;;;;fe;bt;;;;;;;;fl;;;;;;;;;fe;;;;fl f;;;;bt;fe;;fl;;;;;;;;
PdlC-E1-20160726;PdlC;E1;1;3;20160726;pheno;2016;fe;;;;;;;;fr;fl;;fl;;;;fl;;;fl;fr;;;fr;fl;;;;;fe;fl;;;;;;;;fr;;;;;;bt;fl;;fe;;;;fr;;;;bt;fr;;fr;;;;;;;;
PdlC-E1-20160816;PdlC;E1;1;3;20160816;pheno;2016;;;;;;;;;di;di;;fr;;;;fl;;;fl;fr;;;di;di;;;;;fe;fl;;;;;;;;fr;;;;;;fe;fr;;fe;;;;fe;;;;fe;fr;;fr;;;;;;;;
PdlC-E1-20160907;PdlC;E1;1;3;20160907;pheno;2016;;;;;;;;;se;se;;fe;;;;di;;;di;di;;;fe;fe;;;;;fe;se;;;;;;;;se;;;;;;fe;di;;;;;;se;;;;fe;di;;fe;;;;;;;;
PdlC-E1-20170705;PdlC;E1;1;3;20170705;pheno;2017;;;;;;;;;fl;fl;;fe;;;;;;;fe;fl;;;fl;fe;;;;;fe;bt;;;;;;;;fl;;;;;;;bt;;fe;;;;fe;;;;;fe;;fl;;;;;;;;
PdlC-E1-20170726;PdlC;E1;1;3;20170726;pheno;2017;bt;;;;;;;;fr;fr;;fl;;;;fl;;;fe;fl;;;fr;fe;;;;;fe;fe;;;;;;;;fr;;;;;;fe;fl;;fe;;;;fl f;;;;fe;fe;;bt;;;;;;;;
PdlC-E1-20170816;PdlC;E1;1;3;20170816;pheno;2017;;;;;;;;;fe;di;;di;;;;fl;;;fr;fe;;;fe;fe;;;;;fe;fe;;;;;;;;fr;;;;;;fe;fe;;fe;;;;di;;;;;fe;;fe;;;;;;;;
PdlC-E1-20170906;PdlC;E1;1;3;20170906;pheno;2017;;;;;;;;;di;di;;di;;fe;;fe;;;fe;di;;;se;fe;;;;;fe;fe;;;;;;;;se;;;;;;fe;se;;fe;;;;se;;;;fe;fe;;fe;;;;;;;;
PdlC-E1-20180702;PdlC;E1;1;3;20180702;pheno;2018;;;;;;;;;fe;fe;;fl;;fe;;;;;fe;fe;;;fe;fe;;;;;bt;fe;;;;;;;;fe;;;;;;;fe;;fe;;;;fe;;;;;fe;;;;;;;;;;
PdlC-E1-20180723;PdlC;E1;1;3;20180723;pheno;2018;;;;;;;;;fr;fl;;fl;;fe;;fe;;;bt;fl;;;fe;fe;;;;;fl;fe;;;;;;;;fl;;;;;;fe;bt;;fe;;;;fl f;;;;fe;fl;;;;;;;;;;
PdlC-E1-20180815;PdlC;E1;1;3;20180815;pheno;2018;;;;;;;;;di;fr;;fe;;fe;;fl;;;fl;fr;;;di;fe;;;;;fe;fe;;;;;;;;fr;;;;;;fe;fe;;fe;;;;fe;;;;fe;fr;;;;;;;;;;fe
PdlC-E1-20180905;PdlC;E1;1;3;20180905;pheno;2018;;;;;;;;;fe;di;;fe;;fe;;fr;;;fr;di;;;fe;fe;;;;;fe;fe;;;;;;;;di;;;;;;fe;fe;;fe;;;;se;;;;fe;fe;;;;;;;;;;
PdlC-E1-20190701;PdlC;E1;1;3;20190701;pheno;2019;;;;;;;;;;fe;;;;;;bt;;;fe;fe;;;fe;fe;;;;;fe;fe;;;;;;;;;;;;;;fe;fe;;fe;;;;fl f;;;;;;;fe;;;;;;;;
PdlC-E1-20190722;PdlC;E1;1;3;20190722;pheno;2019;;;;;;;;;;fr;;fr;;fe;;fe;;;bt;fl;;;fr;fl;;;;;fe;fl;;;;;;;;fe;;;;;;fe;fl;;se;;;;fl f;;;;;;;fe;;;;;;;;
PdlC-E1-20190812;PdlC;E1;1;3;20190812;pheno;2019;;;;;;;;;;di;;di;;fe;;fl;;;fr;fr;;;fr;fr;;;;;fe;fe;;;;;;;;fr;;fr;;;;fe;fr;;fe;;;;fr;;;;;;;fr;;;;;;;;
PdlC-E1-20190909;PdlC;E1;1;3;20190909;pheno;2019;;;;;;;;;;fe;;fe;;fe;;fr;;;di;di;;;di;fe;;;;;fe;fe;;;;;;;;fe;;di;;;;fe;di;;se;;;;di;;;;;;;di;;;;;;;;
Coeff-PdlC-E1-2013;PdlC;E1;1;3;2013;Coeff;2013;;;;;;;;;;1;;2;;+;;+;;;+;2;;;1;1;;;;;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;1;;1;;;;;;;;
Coeff-PdlC-E1-20180815;PdlC;E1;1;3;20180815;Coeff;2018;;;;;;;;;1;1;;2;;+;;1;;;2;2;;;2;1;;;;;1;1;;;;;;;;+;;;;;;+;+;;1;;;;2;;;;+;1;;;;;;;;;;+
PdlC-E2-20130723;PdlC;E2;1;3;20130723;pheno;2013;;;;;;;;;fl;fl;;;;;;;;;fe;fe;;;fe;fe;;;;;;fe;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fe;;;;;;;;
PdlC-E2-20130807;PdlC;E2;1;3;20130807;pheno;2013;;;;;;;;;fl;fr;;;;;;;;;fl;fe;;;fe;fe;;;;;;fl;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fe;;;;;;;;
PdlC-E2-20130903;PdlC;E2;1;3;20130903;pheno;2013;;;;;;;;;fr;fr;;;;;;fl;;;fl;fe;;;fe;fe;;;;;;fe;;;;;;;;;;;;;;;;;fe;;;;fr;;;;;fe;;fe;;;;;;;;
PdlC-E2-20140630;PdlC;E2;1;3;20140630;pheno;2014;;;;;;;;;fe;fe;;;;;;;;;fe;fe;;;fe;fe;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;fe;;fe;;;;;;;;
PdlC-E2-20140721;PdlC;E2;1;3;20140721;pheno;2014;;;;;;;;;fl;fl;;;;;;;;;fe;fe;;;fe;fe;;;;;fe;bt;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fl;;;;;;;;
PdlC-E2-20140811;PdlC;E2;1;3;20140811;pheno;2014;;;;;;;;;fr;fr;;;;;;fl;;;fe;fl;;;fe;fl;;;;;fe;fl;;;;;;;;;;;;;;;;;fe;;;;fr;;;;;fr;;fe;;;;;;;;
PdlC-E2-20140901;PdlC;E2;1;3;20140901;pheno;2014;;;;;;;;;fr;fr;;;;;;fl;;;fl;fe;;;fe;fr;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;;;;fr;;;;fe;fe;;fe;;;;;;;;
PdlC-E2-20150701;PdlC;E2;1;3;20150701;pheno;2015;;;;;;;;;fl;fl;;;;;;;;;;;;;fe;;;;;;fe;fl;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fl;;;;;;;;
PdlC-E2-20150720;PdlC;E2;1;3;20150720;pheno;2015;fl;;;;;;;;fe;fr;;;;;;fl;;;fl;fe;;;fe;fr;;;;;fe;fr;;;;;;;;;;;;;;;;;se;;;;fr;;;;fe;fr;;fr;;;;;;;;
PdlC-E2-20150810;PdlC;E2;1;3;20150810;pheno;2015;fr;;;;;;;;fe;di;;;;;;fl;;;fl;fe;;;fe;di;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;;;;di;;;;;fr;;fe;;;;;;;;
PdlC-E2-20150831;PdlC;E2;1;3;20150831;pheno;2015;di;;;;;;;;se;se;;;;;;fr;;;fr;fe;;;fe;di;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;;;;di;;;;;fe;;fe;;;;;;;;
PdlC-E2-20160705;PdlC;E2;1;3;20160705;pheno;2016;;;;;;;;;;fe;;;;;;;;;fe;fe;;;;fe;;;;;fe;fl;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fe;;;;;;;;
PdlC-E2-20160726;PdlC;E2;1;3;20160726;pheno;2016;;;;;;;;;fr;fr;;;;;;fl;;;fl;fe;;;fe;fr;;;;;fe;bt;;;;;;;;fr;;;;;;;;;fe;fe;;;fr;;;;fe;fr;;fe;;;;;;;;
PdlC-E2-20160816;PdlC;E2;1;3;20160816;pheno;2016;;;;;;;;;di;di;;;;;;fl;;;fl;fe;;;fe;di;;;;;;fe;;;;;;;;fr;;;;;;;;;fe;fe;;;fr;;;;di;fe;;fe;;;;;;;;
PdlC-E2-20160907;PdlC;E2;1;3;20160907;pheno;2016;;;;;;;;;se;se;;;;;;di;;;di;fe;;;fe;di;;;;;;fe;;;;;;;;;;;;;;;;;;fe;;;se;;;;;di;;fe;;;;;;;;
PdlC-E2-20170705;PdlC;E2;1;3;20170705;pheno;2017;;;;;;;;;fl;fl;;;;;;;;;fe;;;;;fe;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;;;;fl f;;;;;fe;;fe;;;;;;;;
PdlC-E2-20170726;PdlC;E2;1;3;20170726;pheno;2017;fl;;;;;;;;;fr;;;;;;fl;;;fl;fe;;;fe;fr;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;fe;;;fl f;;;;;fr;;bt;;;;;;;;
PdlC-E2-20170816;PdlC;E2;1;3;20170816;pheno;2017;fl;;;;;;;;;di;;;;;;fl;;;fr;fe;;;;di;;;;;;fe;;;;;;;;;;;;;;;;;fe;fe;;;di;;;;;fe;;fe;;;;;;;;
PdlC-E2-20170906;PdlC;E2;1;3;20170906;pheno;2017;di;;;;;;;;fe;fe;;;;;;fe;;;di;fe;;;se;fe;;;;;fe;fe;;;;;;;;;;;;;;;;;fe;fe;;;se;;;;;fe;;di;;;;;;;;
PdlC-E2-20180702;PdlC;E2;1;3;20180702;pheno;2018;;;;;;;;;;bt;;;;;;;;;fe;fe;;;fe;fe;;fe;;;fe;fe;;;;;;;;;;;;;;;fe;;fe;fl;;;fe;;;;;fe;;fe;;;;;;;;
PdlC-E2-20180723;PdlC;E2;1;3;20180723;pheno;2018;;;;;;;;;fr;fr;;;;;;fe;;;fe;fe;;;fe;fe;;fe;;;fe;fl;;;;;;;;;;;;;;;fe;;fe;fr;;;fl f;;;;fe;fe;;fe;;;;;;;;
PdlC-E2-20180815;PdlC;E2;1;3;20180815;pheno;2018;;;;;;;;;fe;fe;;;;;;fl;;;fr;fe;;;fe;fr;;fe;;;fe;fe;;;;;;;;;;;;;;;fe;;fe;di;;;di;;;;fe;fr;;fe;;;;;;;;
PdlC-E2-20180905;PdlC;E2;1;3;20180905;pheno;2018;;;;;;;;;fe;fe;;;;;;fr;;;di;fe;;;se;di;;fe;;;fe;fe;;;;;;;;;;;;;;;;;fe;fe;;;se;;;;;fe;;fe;;;;;;;;
PdlC-E2-20190701;PdlC;E2;1;3;20190701;pheno;2019;;;;;;;;;;fe;;;;;;;;;fe;;;;;fe;;fe;;;;fe;;;;;;;;;;;;;;;;;fe;fe;;;fl f;;;;;fe;;fe;;;;;;;;fe
PdlC-E2-20190722;PdlC;E2;1;3;20190722;pheno;2019;;;;;;;;;fr;fr;;;;;;bt;;;bt;fe;;;;fl;;;;;fe;fe;;;;;;;;;;;;;;fe;fe;;se;di;;;di;;;;fe;fl;;;;;;;;;;
PdlC-E2-20190812;PdlC;E2;1;3;20190812;pheno;2019;;;;;;;;;fr;fr;;;;;;fl;;;fr;fe;;;;fr;;;;;fe;fe;;;;;;;;;;;;;;;fe;;fe;di;;;fr;;;;fe;fe;;fe;;;;;;;;
PdlC-E2-20190909;PdlC;E2;1;3;20190909;pheno;2019;;;;;;;;;di;fe;;;;;;di;;;di;fe;;;;di;;;;;fe;fe;;;;;;;;;;;;;;;fe;;se;fe;;;di;;;;fe;fe;fe;fe;;;;;;;;
Coeff-PdlC-E2-2013;PdlC;E2;1;3;2013;Coeff;2013;;;;;;;;;;1;;;;;;+;;;1;1;;;+;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;+;;;;;;;;
Coeff-PdlC-E2-20180815;PdlC;E2;1;3;20180815;Coeff;2018;;;;;;;;;1;1;;;;;;1;;;1;1;;;+;1;;+;;;+;1;;;;;;;;;;;;;;;+;;1;2;;;3;;;;+;1;;1;;;;;;;;
PdlC-E3-20130723;PdlC;E3;2;3;20130723;pheno;2013;;;;;;;;;fl;;;;;;;;;;fe;fe;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;fe;;;;fe;;;;;;;fe;;;;;;;;
PdlC-E3-20130807;PdlC;E3;2;3;20130807;pheno;2013;;;;;;;;;fr;;;;;;;;;;fl;fe;;;;;;;;;;;;;;fe;;;;;fl;;;;;;;;fe;;;;fe;;;;;;;fl;;;;;;;;
PdlC-E3-20130903;PdlC;E3;2;3;20130903;pheno;2013;;;;;;;;;fr;;;;;;;;;;fl;fe;;;;;;;;;;;;;;fe;;;;;fl;;;;;;;;fe;;;;fe;;;;;;;fr;;;;;;;;
PdlC-E3-20140630;PdlC;E3;2;3;20140630;pheno;2014;;;;;;;;;fe;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fe;fe;;;;;;;fe;;;;fe;;;;;;;fe;;;;;;;;
PdlC-E3-20140721;PdlC;E3;2;3;20140721;pheno;2014;;;;;;;;;fl;;;;;;;;;;fe;fe;;;;;;;;;;;;;;fe;;;;;fe;fl;;;;;;;fe;;;;fl f;;;;bt;;;fl;;;;;;;;
PdlC-E3-20140811;PdlC;E3;2;3;20140811;pheno;2014;;;;;;;;;fr;;;;;;;fl;;;bt;fe;;;;;;;;;;fe;;;;fr;;;;;bt;fl;;;;;fl;;fe;;;;fr;;;;fl;;;fr;;;;;;;;
PdlC-E3-20140901;PdlC;E3;2;3;20140901;pheno;2014;;;;;;;;;fr;;;;;;;fl;;;fl;fe;;;;;;;;;;fe;;;;di;;;;;fl;se;;;;;;;fe;;;;fe;;;;di;;;fr;;;;;;;;
PdlC-E3-20150701;PdlC;E3;2;3;20150701;pheno;2015;;;;;;;;;fr;;;;;;;;;;fe;;;;;;;;;;;;;;;fl;;;;;;fl;;;;;;;fe;;;;fl f;;;;;;;fl;;;;;;;;
PdlC-E3-20150720;PdlC;E3;2;3;20150720;pheno;2015;fl;;;;;;;;di;;;;;;;fl;;;fl;fe;;;;;;;;;;fl;;;;fr;;;;;fl;fr;;;;;;;se;;;;fl;;;;;fr;;fe;;;;;;;;
PdlC-E3-20150810;PdlC;E3;2;3;20150810;pheno;2015;fr;;;;;;;;di;;;;;;;fr;;;fr;fe;;;;;;;;;;;;;;di;;;;;fr;fr;;;;;fr;;fe;;;;fr;;;;;;;fr;;;;;;;;
PdlC-E3-20150831;PdlC;E3;2;3;20150831;pheno;2015;di;;;fe;;;;;se;;;;;;;di;;fe;fr;fe;;;;fe;;;;;;;;;;di;;;;;fr;se;;;;;se;;fe;;;;di;;;;;;;fe;;;;;;;;
